group_10297	,,group_10297
group_25612	,,group_25612
group_25611	,,group_25611
group_25610	,,group_25610
group_25617	,,group_25617
group_25616	,,group_25616
group_73524	,,group_73524
group_73525	,,group_73525
group_25619	,,group_25619
group_73529	,,group_73529
group_24119	,,group_24119
group_60034	,,group_60034
group_70029	,,group_70029
hsrA_1	,,hsrA_1
group_60035	,,group_60035
group_63470	,,group_63470
group_25803	,,group_25803
group_60030	,,group_60030
ecoRIIR	,,ecoRIIR
group_57598	,,group_57598
ygiF_2	,,ygiF_2
group_50461	,,group_50461
group_74605	,,group_74605
group_74611	,,group_74611
group_29064	,,group_29064
group_29065	,,group_29065
group_29066	,,group_29066
group_29067	,,group_29067
group_29060	,,group_29060
group_16433	,,group_16433
group_29062	,,group_29062
group_57594	,,group_57594
group_29068	,,group_29068
group_57597	,,group_57597
group_34601	,,group_34601
group_42998	,,group_42998
group_528	,,group_528
group_529	,,group_529
group_522	,,group_522
group_523	,,group_523
group_520	,,group_520
group_521	,,group_521
group_526	,,group_526
group_527	,,group_527
rhtA_2	,,rhtA_2
group_525	,,group_525
group_24519	,,group_24519
ileS_3	,,ileS_3
group_57593	,,group_57593
group_61373	,,group_61373
group_57249	,,group_57249
group_57736	,,group_57736
aroQ_2	,,aroQ_2
aroQ_1	,,aroQ_1
yfcD	PA14_64010,,yfcD
yfcE	PA14_04590,,yfcE
yfcF	PA14_57200,,yfcF
group_57730	,,group_57730
lldR_1	PA14_43480,,lldR_1
group_5152	,,group_5152
lldR_3	,,lldR_3
lldR_2	PA14_01470,,lldR_2
group_5157	,,group_5157
group_5156	,,group_5156
group_5155	,,group_5155
group_5154	,,group_5154
group_69886	,,group_69886
group_69887	,,group_69887
group_5159	,,group_5159
group_5158	,,group_5158
group_69882	,,group_69882
group_69883	,,group_69883
group_69880	,,group_69880
group_69881	,,group_69881
group_67748	,,group_67748
ddpX	PA14_15160,,ddpX
group_42895	,,group_42895
group_60646	,,group_60646
group_4824	PA14_56510,,group_4824
nudG	,,nudG
dmdB	,,dmdB
group_4820	PA14_56910,,group_4820
dmdD	,,dmdD
group_4822	PA14_56700,,group_4822
group_65775	,,group_65775
ddpD	,,ddpD
ddpF	,,ddpF
group_4828	,,group_4828
group_32224	,,group_32224
group_65777	,,group_65777
group_65770	,,group_65770
group_22428	,,group_22428
dinB1_1	,,dinB1_1
group_71173	,,group_71173
dinB1_2	,,dinB1_2
group_53604	,,group_53604
group_17398	,,group_17398
dinB1_3	,,dinB1_3
group_39102	,,group_39102
group_12387	,,group_12387
group_12386	,,group_12386
group_12385	,,group_12385
group_12384	,,group_12384
group_45259	,,group_45259
group_12382	,,group_12382
group_12381	,,group_12381
group_12380	,,group_12380
group_45255	,,group_45255
group_57936	,,group_57936
group_45257	,,group_45257
group_45256	,,group_45256
group_24258	,,group_24258
group_48449	,,group_48449
group_12389	,,group_12389
group_12388	,,group_12388
group_29522	,,group_29522
group_48448	,,group_48448
group_53602	,,group_53602
group_39103	,,group_39103
group_28733	,,group_28733
group_27500	,,group_27500
group_27503	,,group_27503
group_28737	,,group_28737
group_28736	,,group_28736
group_28735	,,group_28735
group_28734	,,group_28734
aer_1	,,aer_1
aer_2	,,aer_2
group_28738	,,group_28738
group_31463	,,group_31463
group_19435	,,group_19435
group_23611	A7J11_01825,cmlB1,group_23611
group_23610	,,group_23610
group_23613	,,group_23613
group_23612	,,group_23612
group_23615	,,group_23615
group_23614	,,group_23614
group_23617	,,group_23617
group_23616	,,group_23616
group_23619	,,group_23619
group_23618	,,group_23618
group_12653	,,group_12653
yecD	,,yecD
group_12655	PA14_31300,,group_12655
group_12654	,,group_12654
group_12657	,,group_12657
group_12656	,,group_12656
group_51012	,,group_51012
group_73342	,,group_73342
group_42292	,,group_42292
group_63147	,,group_63147
group_23333	,,group_23333
group_48447	,,group_48447
group_44462	,,group_44462
group_51010	,,group_51010
group_48446	,,group_48446
rclA_2	,,rclA_2
rclA_1	,,rclA_1
group_51011	,,group_51011
group_13388	PA14_40380,,group_13388
group_48445	,,group_48445
group_69164	,,group_69164
group_13384	PA14_40820,,group_13384
group_51016	,,group_51016
group_61915	,,group_61915
group_48444	,,group_48444
group_13381	PA14_41070,,group_13381
group_44548	,,group_44548
group_51017	,,group_51017
group_28885	,,group_28885
group_28884	,,group_28884
group_28887	,,group_28887
group_28886	,,group_28886
group_28881	,,group_28881
group_28880	,,group_28880
group_28883	,,group_28883
infC_2	,,infC_2
group_51015	,,group_51015
group_28889	,,group_28889
group_28888	,,group_28888
group_69160	,,group_69160
ata_1	,,ata_1
group_28079	,,group_28079
group_41294	,,group_41294
group_61916	,,group_61916
group_69162	,,group_69162
group_51018	,,group_51018
group_33741	,,group_33741
group_68827	,,group_68827
group_23857	,,group_23857
group_55429	,,group_55429
group_55428	,,group_55428
group_23856	,,group_23856
group_55423	,,group_55423
group_55422	,,group_55422
group_55421	,,group_55421
group_55420	,,group_55420
group_55427	,,group_55427
group_55426	,,group_55426
group_55425	,,group_55425
group_68828	,,group_68828
group_64085	,,group_64085
group_1703	PA14_64680,ureJ,group_1703
group_1700	,,group_1700
group_1701	PA14_62430,,group_1701
group_1706	PA14_67240,hutG,group_1706
group_1704	PA14_66875,phaF,group_1704
group_54381	,,group_54381
group_1708	PA14_68490,,group_1708
group_1709	PA14_45450,,group_1709
group_54380	,,group_54380
group_59709	,,group_59709
group_45208	,,group_45208
group_33159	,,group_33159
group_33158	,,group_33158
group_33157	,,group_33157
group_33156	,,group_33156
group_33155	,,group_33155
group_33154	,,group_33154
group_33153	,,group_33153
group_33152	,,group_33152
group_33151	,,group_33151
group_33150	,,group_33150
group_26670	,,group_26670
group_26671	,,group_26671
group_26672	,,group_26672
group_48145	,,group_48145
group_26674	,,group_26674
group_26675	,,group_26675
group_26676	,,group_26676
group_26677	,,group_26677
group_26678	,,group_26678
group_26679	,,group_26679
group_33747	,,group_33747
hslU_2	,,hslU_2
group_39021	,,group_39021
group_22560	,,group_22560
group_22561	,,group_22561
group_22562	,,group_22562
group_22563	,,group_22563
group_7700	,,group_7700
group_22565	,,group_22565
group_7702	PA14_49400,,group_7702
group_22567	,,group_22567
group_22568	,,group_22568
group_22569	,,group_22569
group_7709	PA14_49150,,group_7709
group_54388	,,group_54388
group_50795	,,group_50795
gpFI_4	,,gpFI_4
group_42293	,,group_42293
group_51427	,,group_51427
group_51426	,,group_51426
group_51425	,,group_51425
group_51424	,,group_51424
group_51422	,,group_51422
group_51421	,,group_51421
group_51420	,,group_51420
group_3423	,,group_3423
group_27973	,,group_27973
group_21940	,,group_21940
group_65860	,,group_65860
group_51429	,,group_51429
group_51428	,,group_51428
group_59214	,,group_59214
group_59215	,,group_59215
group_59216	,,group_59216
pld	PA14_16200,,pld
group_59210	,,group_59210
group_59211	,,group_59211
group_59212	,,group_59212
group_59213	,,group_59213
group_59218	,,group_59218
group_59219	,,group_59219
group_44499	,,group_44499
group_21244	,,group_21244
group_21245	,,group_21245
group_65044	,,group_65044
group_28090	,,group_28090
group_37565	,,group_37565
group_74726	,,group_74726
oprF_3	PA14_50880,,oprF_3
oprF_1	PA14_16630,,oprF_1
oprF_4	PA14_41570,oprF,oprF_4
group_15192	,,group_15192
group_15191	,,group_15191
kstR2_1	PA14_26760,,kstR2_1
rtcA	PA14_60670,rtcA,rtcA
group_37561	,,group_37561
group_70131	,,group_70131
group_18659	,,group_18659
group_18658	,,group_18658
group_18657	,,group_18657
group_37107	,,group_37107
group_18655	,,group_18655
group_18654	,,group_18654
group_18653	,,group_18653
group_18652	,,group_18652
group_18651	,,group_18651
group_18650	,,group_18650
hisH_2	,,hisH_2
hisH_1	,,hisH_1
group_39228	,,group_39228
group_50799	,,group_50799
group_15310	,,group_15310
loiP	PA14_03610,ycaL,loiP
sfmD	,,sfmD
sfmF	PA14_69760,,sfmF
group_74720	,,group_74720
group_37568	,,group_37568
sfmC	,,sfmC
group_65049	,,group_65049
group_37037	,,group_37037
group_52418	,,group_52418
group_9845	,,group_9845
group_29248	,,group_29248
group_49046	,,group_49046
group_57119	,,group_57119
group_39027	,,group_39027
group_57111	,,group_57111
group_29688	,,group_29688
group_57115	,,group_57115
group_57114	,,group_57114
group_57117	,,group_57117
group_43106	,,group_43106
group_29249	,,group_29249
group_52073	,,group_52073
cdiA_10	,,cdiA_10
group_25939	,,group_25939
group_25936	,,group_25936
group_25937	,,group_25937
group_25934	,,group_25934
mta	,,mta
group_25932	,,group_25932
group_29686	,,group_29686
group_25930	,,group_25930
radA_2	,,radA_2
group_57590	,,group_57590
dacB	PA14_24690,dacB,dacB
dacC	,,dacC
dacD	,,dacD
group_50459	,,group_50459
group_74299	,,group_74299
group_74298	,,group_74298
group_74291	,,group_74291
group_74290	,,group_74290
group_74293	,,group_74293
group_16577	,,group_16577
group_74295	,,group_74295
group_74294	,,group_74294
group_74297	,,group_74297
group_74296	,,group_74296
group_72443	,,group_72443
group_46801	,,group_46801
group_33782	,,group_33782
group_69354	,,group_69354
group_16541	,,group_16541
group_16540	,,group_16540
group_16543	,,group_16543
group_16542	,,group_16542
group_16545	,,group_16545
group_16544	,,group_16544
group_16547	,,group_16547
group_16546	,,group_16546
group_16549	,,group_16549
group_16548	,,group_16548
group_71411	,,group_71411
group_17630	,,group_17630
group_17631	,,group_17631
group_17632	,,group_17632
group_17633	,,group_17633
group_17634	,,group_17634
group_17635	,,group_17635
group_17636	,,group_17636
group_17638	,,group_17638
group_17639	,,group_17639
group_69812	,,group_69812
group_48079	,,group_48079
group_19290	,,group_19290
group_20149	,,group_20149
group_19292	,,group_19292
group_19293	,,group_19293
group_19294	,,group_19294
group_19295	,,group_19295
group_19296	,,group_19296
group_19297	,,group_19297
group_19298	,,group_19298
group_19299	,,group_19299
group_64340	,,group_64340
group_50463	,,group_50463
group_64346	,,group_64346
group_20145	,,group_20145
group_20146	,,group_20146
group_50467	,,group_50467
group_55959	,,group_55959
group_45718	,,group_45718
group_67103	,,group_67103
group_5838	,,group_5838
group_5839	,,group_5839
group_61192	,,group_61192
group_61193	,,group_61193
group_5834	,,group_5834
group_5835	,,group_5835
group_5836	,,group_5836
group_5837	,,group_5837
group_5830	,,group_5830
group_5831	,,group_5831
group_5832	,,group_5832
group_5833	,,group_5833
group_3500	,,group_3500
group_72924	,,group_72924
group_72927	,,group_72927
group_72139	,,group_72139
group_72921	,,group_72921
group_72920	,,group_72920
group_72923	,,group_72923
group_72922	,,group_72922
group_36335	,,group_36335
group_36336	,,group_36336
group_36337	,,group_36337
group_72929	,,group_72929
group_72928	,,group_72928
group_55958	,,group_55958
group_36333	,,group_36333
der_1	,,der_1
group_10618	,,group_10618
guaA_7	,,guaA_7
group_46805	,,group_46805
guaA_6	,,guaA_6
group_61448	,,group_61448
group_61449	,,group_61449
group_61446	,,group_61446
group_61447	,,group_61447
group_61444	,,group_61444
group_61445	,,group_61445
group_61442	,,group_61442
group_61443	,,group_61443
group_61440	,,group_61440
group_61441	,,group_61441
group_69693	,,group_69693
group_69692	,,group_69692
group_69691	,,group_69691
group_69690	,,group_69690
group_69697	,,group_69697
group_69696	,,group_69696
group_69695	,,group_69695
group_71253	,,group_71253
group_69699	,,group_69699
group_69698	,,group_69698
group_46804	,,group_46804
group_15223	,,group_15223
group_68122	,,group_68122
group_39316	,,group_39316
group_68120	,,group_68120
group_39314	,,group_39314
group_68126	,,group_68126
group_68127	,,group_68127
group_62180	,,group_62180
group_62181	,,group_62181
group_10617	,,group_10617
group_68128	,,group_68128
group_68129	,,group_68129
group_39319	,,group_39319
group_15224	,,group_15224
apbE	PA14_25360,apbE,apbE
group_66877	,,group_66877
group_66874	,,group_66874
group_66875	,,group_66875
group_66872	,,group_66872
group_15227	,,group_15227
apbC	PA14_19065,mrp,apbC
group_66871	,,group_66871
group_15226	,,group_15226
group_66878	,,group_66878
group_66879	,,group_66879
group_75652	,,group_75652
group_75653	,,group_75653
group_75650	,,group_75650
group_75651	,,group_75651
group_75656	,,group_75656
group_75657	,,group_75657
group_75654	,,group_75654
group_75655	,,group_75655
yhaJ_5	,,yhaJ_5
yhaJ_4	PA14_22470,,yhaJ_4
group_75658	,,group_75658
group_75659	,,group_75659
yhaJ_1	PA14_28420,,yhaJ_1
yhaJ_3	PA14_06260,,yhaJ_3
yhaJ_2	PA14_65970,,yhaJ_2
group_62692	,,group_62692
group_67698	,,group_67698
group_49327	,,group_49327
group_67691	,,group_67691
group_67690	,,group_67690
group_67693	,,group_67693
group_67692	,,group_67692
group_12399	,,group_12399
group_67694	,,group_67694
group_43158	,,group_43158
group_67696	,,group_67696
group_41141	,,group_41141
group_49326	,,group_49326
group_66501	,,group_66501
group_50450	,,group_50450
group_75086	,,group_75086
ppiA_2	,,ppiA_2
group_73092	,,group_73092
group_46808	,,group_46808
group_60318	,,group_60318
group_60315	,,group_60315
group_60314	,,group_60314
group_60317	,,group_60317
group_60316	,,group_60316
group_60311	,,group_60311
group_60310	,,group_60310
group_60313	,,group_60313
group_60312	,,group_60312
group_66252	,,group_66252
group_66253	,,group_66253
group_66250	,,group_66250
group_66251	,,group_66251
group_66256	,,group_66256
group_66254	,,group_66254
group_66255	,,group_66255
group_66259	,,group_66259
group_8020	PA14_21570,,group_8020
group_8021	PA14_21560,,group_8021
group_32365	,,group_32365
group_8023	PA14_21530,,group_8023
group_8024	,,group_8024
group_32362	,,group_32362
group_8026	PA14_33840,,group_8026
group_8027	PA14_33870,,group_8027
group_8028	PA14_33880,,group_8028
group_31943	,,group_31943
group_31940	,,group_31940
group_27263	,,group_27263
group_31946	,,group_31946
group_31947	,,group_31947
group_31944	,,group_31944
group_31945	,,group_31945
group_76354	PA14_22310,,group_76354
group_61773	,,group_61773
group_46687	,,group_46687
argO_2	,,argO_2
group_61774	,,group_61774
group_67044	,,group_67044
group_73090	,,group_73090
group_61775	,,group_61775
group_69385	,,group_69385
group_71352	,,group_71352
group_61776	,,group_61776
group_64827	,,group_64827
group_64826	,,group_64826
group_68497	,,group_68497
group_72749	,,group_72749
group_66339	,,group_66339
group_19519	,,group_19519
group_60004	,,group_60004
nlhH_1	,,nlhH_1
group_19909	,,group_19909
nlhH_3	,,nlhH_3
nlhH_2	,,nlhH_2
group_63758	,,group_63758
group_63759	,,group_63759
group_61854	,,group_61854
viuB_1	,,viuB_1
group_19901	,,group_19901
group_63756	,,group_63756
group_19903	,,group_19903
group_63750	,,group_63750
group_64829	,,group_64829
group_19906	,,group_19906
group_63753	,,group_63753
group_46685	,,group_46685
group_61856	,,group_61856
group_61851	,,group_61851
group_2474	,,group_2474
group_33570	,,group_33570
group_71192	,,group_71192
group_18582	,,group_18582
group_33572	,,group_33572
group_39740	,,group_39740
group_72742	,,group_72742
group_2502	,,group_2502
group_73720	,,group_73720
group_73721	,,group_73721
group_73722	,,group_73722
group_73723	,,group_73723
group_73724	,,group_73724
group_73726	PA14_27400,,group_73726
group_73727	,,group_73727
group_73728	,,group_73728
group_73729	,,group_73729
focB	,,focB
focC	,,focC
group_39741	,,group_39741
group_2707	,,group_2707
group_2706	,,group_2706
group_2705	,,group_2705
group_2704	,,group_2704
group_2703	,,group_2703
group_2702	,,group_2702
group_2701	,,group_2701
group_2700	,,group_2700
group_51288	,,group_51288
group_58718	,,group_58718
chbR	,,chbR
group_62232	,,group_62232
group_2709	,,group_2709
group_2708	,,group_2708
group_52642	,,group_52642
group_62234	,,group_62234
group_46682	,,group_46682
group_62235	,,group_62235
mmcR	PA14_09490,phzM,mmcR
group_73898	,,group_73898
group_73899	,,group_73899
group_36116	,,group_36116
group_73892	,,group_73892
group_73893	,,group_73893
group_37273	,,group_37273
aceE_2	,,aceE_2
group_73896	,,group_73896
group_18587	,,group_18587
group_73894	,,group_73894
group_52647	,,group_52647
group_62238	,,group_62238
group_52261	,,group_52261
group_62239	,,group_62239
group_46681	,,group_46681
group_9088	,,group_9088
group_62403	,,group_62403
group_62402	,,group_62402
group_20042	,,group_20042
group_62407	,,group_62407
group_62406	,,group_62406
group_47088	,,group_47088
group_47089	,,group_47089
group_47086	,,group_47086
group_47087	,,group_47087
group_47084	,,group_47084
group_47085	,,group_47085
group_47956	,,group_47956
group_47083	,,group_47083
group_47080	,,group_47080
group_47081	,,group_47081
group_22181	,,group_22181
group_74156	,,group_74156
group_41143	,,group_41143
group_58506	,,group_58506
outD_2	,,outD_2
group_30506	,,group_30506
cidA_2	PA14_19680,,cidA_2
group_9087	,,group_9087
cidA_1	PA14_11920,,cidA_1
group_55474	,,group_55474
group_58504	,,group_58504
group_55475	,,group_55475
group_34289	,,group_34289
group_58503	,,group_58503
group_47957	,,group_47957
group_55693	,,group_55693
group_35330	,,group_35330
group_55476	,,group_55476
group_74153	,,group_74153
group_55477	,,group_55477
group_58501	,,group_58501
group_13083	,,group_13083
group_74151	,,group_74151
group_1758	PA14_01990,,group_1758
group_42566	,,group_42566
group_29028	,,group_29028
group_42564	,,group_42564
group_42565	,,group_42565
group_42562	,,group_42562
group_13081	,,group_13081
group_42560	,,group_42560
group_42561	,,group_42561
group_35752	,,group_35752
group_35751	,,group_35751
group_35750	,,group_35750
group_35757	,,group_35757
group_35756	,,group_35756
group_42568	,,group_42568
group_35754	,,group_35754
group_44155	,,group_44155
group_9869	,,group_9869
group_9868	,,group_9868
group_44154	,,group_44154
group_9863	,,group_9863
group_9862	,,group_9862
group_9861	,,group_9861
group_9860	,,group_9860
group_9867	,,group_9867
group_9866	,,group_9866
group_9865	,,group_9865
group_9864	,,group_9864
group_71359	,,group_71359
group_60262	,,group_60262
group_1756	,,group_1756
group_42604	,,group_42604
group_55478	,,group_55478
group_55479	,,group_55479
group_73354	,,group_73354
group_50557	,,group_50557
group_44153	,,group_44153
group_25560	,,group_25560
group_13088	,,group_13088
group_19741	,,group_19741
group_25562	,,group_25562
group_29024	,,group_29024
group_64692	,,group_64692
group_25564	,,group_25564
group_37452	,,group_37452
pknB_1	,,pknB_1
group_37450	,,group_37450
group_37451	,,group_37451
group_37456	,,group_37456
group_37457	,,group_37457
tktA	PA14_07130,tktA,tktA
group_37455	,,group_37455
group_58877	,,group_58877
group_58876	,,group_58876
group_37458	,,group_37458
group_58874	,,group_58874
group_58873	,,group_58873
group_71491	,,group_71491
group_58871	,,group_58871
group_71493	,,group_71493
group_3890	,,group_3890
group_3891	,,group_3891
group_3892	,,group_3892
group_3893	,,group_3893
group_3894	,,group_3894
group_3895	,,group_3895
group_3896	,,group_3896
group_3897	,,group_3897
group_3898	,,group_3898
group_3899	,,group_3899
group_29083	,,group_29083
group_31124	,,group_31124
group_31125	,,group_31125
group_31126	,,group_31126
group_31127	,,group_31127
group_31120	,,group_31120
group_31121	,,group_31121
group_31122	,,group_31122
group_31123	,,group_31123
group_35373	,,group_35373
group_31128	,,group_31128
phnB_1	,,phnB_1
group_18588	,,group_18588
group_28767	,,group_28767
group_57888	,,group_57888
group_29080	,,group_29080
group_10110	,,group_10110
mgtE	,,mgtE
group_46027	,,group_46027
group_46026	,,group_46026
group_46025	,,group_46025
group_41036	,,group_41036
group_46023	,,group_46023
group_46022	,,group_46022
group_46021	,,group_46021
group_41032	,,group_41032
group_34283	,,group_34283
group_41038	,,group_41038
group_46029	,,group_46029
djlA	PA14_07800,djlA,djlA
group_48519	,,group_48519
group_26601	,,group_26601
group_14412	PA14_10540,fixG,group_14412
kdpA_1	,,kdpA_1
group_14417	PA14_10730,,group_14417
group_26600	,,group_26600
group_14419	PA14_10830,,group_14419
group_14418	PA14_10780,,group_14418
group_43765	,,group_43765
group_48512	,,group_48512
group_48515	,,group_48515
group_48514	,,group_48514
group_43761	,,group_43761
group_43760	,,group_43760
group_21539	,,group_21539
group_62502	,,group_62502
group_68755	,,group_68755
group_59150	,,group_59150
group_62503	,,group_62503
group_26605	,,group_26605
group_62500	,,group_62500
group_26604	,,group_26604
group_9139	,,group_9139
group_9138	,,group_9138
group_58299	,,group_58299
group_62501	,,group_62501
kanJ	,,kanJ
group_26607	,,group_26607
group_46688	,,group_46688
group_9131	,,group_9131
group_9130	,,group_9130
group_9133	,,group_9133
kanE	,,kanE
group_9135	,,group_9135
group_9134	,,group_9134
group_9137	,,group_9137
group_9136	,,group_9136
group_68754	,,group_68754
group_62504	,,group_62504
group_22916	,,group_22916
group_62505	,,group_62505
group_59158	,,group_59158
group_29087	,,group_29087
group_45646	,,group_45646
group_45647	,,group_45647
group_45644	,,group_45644
group_45645	,,group_45645
group_45642	,,group_45642
group_45643	,,group_45643
group_45640	,,group_45640
group_45641	,,group_45641
cydB_1	,,cydB_1
hemY_1	,,hemY_1
hemY_2	,,hemY_2
group_36470	,,group_36470
group_36477	,,group_36477
group_36476	,,group_36476
group_45648	,,group_45648
group_36474	,,group_36474
group_7757	PA14_58550,lpxO1,group_7757
group_58129	,,group_58129
group_58128	,,group_58128
group_22510	,,group_22510
group_66434	,,group_66434
group_58124	,,group_58124
group_58127	,,group_58127
group_59357	,,group_59357
group_58121	,,group_58121
group_18949	,,group_18949
group_58123	,,group_58123
group_58122	,,group_58122
group_18948	,,group_18948
group_34287	,,group_34287
lptD_2	,,lptD_2
lptD_1	,,lptD_1
srpC_3	PA14_32380,oprN,srpC_3
srpC_2	PA14_68120,opmG,srpC_2
srpC_1	,,srpC_1
group_36491	,,group_36491
srpC_6	,,srpC_6
srpC_5	PA14_55740,chrA,srpC_5
srpC_4	PA14_09500,opmD,srpC_4
group_29085	,,group_29085
group_59458	,,group_59458
group_59459	,,group_59459
group_7751	PA14_58390,,group_7751
group_59452	,,group_59452
yvdT	,,yvdT
group_59450	,,group_59450
group_22516	,,group_22516
group_59456	,,group_59456
group_59457	,,group_59457
group_59454	,,group_59454
group_59455	,,group_59455
yvdM	,,yvdM
srfAA	,,srfAA
group_55748	,,group_55748
group_55749	,,group_55749
group_67384	,,group_67384
group_13550	PA14_52290,,group_13550
group_47860	,,group_47860
yvdD	PA14_65010,,yvdD
group_55740	,,group_55740
group_47863	,,group_47863
group_47864	,,group_47864
group_55747	,,group_55747
group_55744	,,group_55744
group_55745	,,group_55745
xpsD_2	,,xpsD_2
group_72445	,,group_72445
group_68750	,,group_68750
group_66696	,,group_66696
group_5890	,,group_5890
group_18946	,,group_18946
group_34285	,,group_34285
yheH	,,yheH
tdcG_2	,,tdcG_2
group_66694	,,group_66694
group_40078	,,group_40078
group_40079	,,group_40079
group_40076	,,group_40076
subB	,,subB
group_40074	,,group_40074
group_18944	,,group_18944
group_40072	,,group_40072
group_40073	,,group_40073
group_40070	,,group_40070
group_40071	,,group_40071
xpsD_3	,,xpsD_3
group_59988	,,group_59988
group_59989	,,group_59989
group_59984	,,group_59984
group_59985	,,group_59985
group_59986	,,group_59986
group_59987	,,group_59987
group_59980	,,group_59980
group_59981	,,group_59981
group_59982	,,group_59982
group_59983	,,group_59983
group_29089	,,group_29089
group_44515	,,group_44515
group_44514	,,group_44514
group_44517	,,group_44517
group_44516	,,group_44516
group_44511	,,group_44511
group_44510	,,group_44510
pox5_2	,,pox5_2
yedI	PA14_40490,yedI,yedI
group_44519	,,group_44519
group_44518	,,group_44518
group_60363	,,group_60363
pomA	PA14_45560,motC,pomA
group_40489	,,group_40489
group_66435	,,group_66435
group_50486	,,group_50486
group_29616	,,group_29616
group_50484	,,group_50484
group_29614	,,group_29614
group_69604	,,group_69604
group_11067	,,group_11067
group_29486	,,group_29486
group_11066	,,group_11066
rsmI_1	,,rsmI_1
rsmI_2	,,rsmI_2
group_11065	,,group_11065
group_65784	,,group_65784
group_29610	,,group_29610
group_48182	,,group_48182
group_16755	,,group_16755
group_43805	,,group_43805
group_63390	,,group_63390
group_14688	,,group_14688
group_29487	,,group_29487
group_22674	,,group_22674
group_37076	,,group_37076
group_24863	,,group_24863
group_7983	PA14_33480,sndH,group_7983
group_24861	,,group_24861
group_24860	,,group_24860
group_24867	,,group_24867
group_24866	,,group_24866
group_7985	PA14_33530,,group_7985
group_24869	,,group_24869
group_24868	,,group_24868
group_18358	,,group_18358
group_36496	,,group_36496
group_36330	,,group_36330
group_50488	,,group_50488
group_10888	,,group_10888
group_10889	,,group_10889
group_10886	,,group_10886
group_10887	,,group_10887
group_10884	,,group_10884
group_10885	,,group_10885
group_10882	,,group_10882
group_71960	,,group_71960
group_10880	,,group_10880
group_10881	,,group_10881
group_41857	,,group_41857
group_53370	,,group_53370
group_53373	,,group_53373
group_53372	,,group_53372
group_41853	,,group_41853
group_41852	,,group_41852
group_41851	,,group_41851
group_53376	,,group_53376
group_53379	,,group_53379
group_53378	,,group_53378
group_34371	,,group_34371
group_75572	,,group_75572
group_41859	,,group_41859
group_41858	,,group_41858
group_29925	,,group_29925
group_29924	,,group_29924
group_29927	,,group_29927
group_29926	,,group_29926
group_29921	,,group_29921
group_29920	,,group_29920
group_29485	,,group_29485
group_60246	,,group_60246
group_29929	,,group_29929
group_29928	,,group_29928
ykgO	PA14_17710,rpmJ,ykgO
group_47659	,,group_47659
group_70199	,,group_70199
group_20502	,,group_20502
group_6589	,,group_6589
group_6588	,,group_6588
group_66432	,,group_66432
group_47656	,,group_47656
group_6581	,,group_6581
group_6580	,,group_6580
group_6583	,,group_6583
group_6582	,,group_6582
group_6584	,,group_6584
group_6587	,,group_6587
group_6586	,,group_6586
group_66585	,,group_66585
glpT_2	PA14_69130,glpT,glpT_2
glpT_3	,,glpT_3
glpT_1	PA14_44190,,glpT_1
group_47653	,,group_47653
group_19667	,,group_19667
group_74401	,,group_74401
group_28099	,,group_28099
group_27971	,,group_27971
catM_2	,,catM_2
catM_3	,,catM_3
catM_1	,,catM_1
group_4983	PA14_09580,,group_4983
group_4982	,,group_4982
group_4981	,,group_4981
group_4980	,,group_4980
group_19666	,,group_19666
group_4988	PA14_10270,acoX,group_4988
group_5162	,,group_5162
bkdB	PA14_35500,bkdB,bkdB
hcaE	,,hcaE
group_6630	PA14_62390,,group_6630
group_6637	PA14_62890,,group_6637
hcaC	,,hcaC
group_52225	,,group_52225
group_37108	,,group_37108
group_25402	,,group_25402
group_25403	,,group_25403
group_25400	,,group_25400
group_25401	,,group_25401
group_25406	,,group_25406
group_25407	,,group_25407
group_25404	,,group_25404
group_25405	,,group_25405
group_39188	,,group_39188
group_25408	,,group_25408
group_25409	,,group_25409
group_29481	,,group_29481
group_38206	,,group_38206
group_5585	,,group_5585
group_5586	,,group_5586
group_5587	,,group_5587
group_5580	,,group_5580
group_5581	,,group_5581
group_38200	,,group_38200
group_5583	,,group_5583
rkpK_1	PA14_18300,,rkpK_1
group_69458	,,group_69458
rkpK_3	,,rkpK_3
rkpK_2	PA14_38360,ugd,rkpK_2
group_5588	,,group_5588
group_5589	,,group_5589
group_38208	,,group_38208
group_38209	,,group_38209
group_4675	PA14_50000,,group_4675
group_68321	,,group_68321
group_68322	,,group_68322
group_68323	,,group_68323
group_68324	,,group_68324
group_68325	,,group_68325
pyrH_2	,,pyrH_2
group_39152	,,group_39152
group_22832	,,group_22832
group_68329	,,group_68329
group_22831	,,group_22831
group_22836	,,group_22836
group_39158	,,group_39158
group_22834	,,group_22834
group_22835	,,group_22835
group_1009	,,group_1009
group_1008	,,group_1008
group_1005	,,group_1005
group_1004	,,group_1004
group_1007	,,group_1007
group_1006	,,group_1006
group_1001	,,group_1001
group_1000	,,group_1000
group_1003	,,group_1003
group_1002	,,group_1002
group_11827	,,group_11827
group_11826	,,group_11826
group_11825	,,group_11825
group_11824	,,group_11824
group_11823	,,group_11823
group_11821	,,group_11821
group_11820	,,group_11820
group_35662	,,group_35662
group_66433	,,group_66433
mraY_3	,,mraY_3
group_11828	,,group_11828
group_15275	,,group_15275
group_42009	,,group_42009
group_42008	,,group_42008
group_61352	,,group_61352
group_42005	,,group_42005
group_42004	,,group_42004
group_42007	,,group_42007
group_42006	,,group_42006
group_42000	,,group_42000
group_42003	,,group_42003
