@test|NC_008463|6537648
@Strain	Refseq_Accession	Replicon	Locus_Tag	Feature_Type	Start	Stop	Strand	Gene_Name
test	NC_008463	Chromosome	PA14_63100	gene	5630365	5633181	+	
test	NC_008463	Chromosome	PA14_63110	gene	5633510	5633992	+	
test	NC_008463	Chromosome	PA14_63120	gene	5634070	5635119	+	
test	NC_008463	Chromosome	PA14_63130	gene	5635122	5635982	+	
test	NC_008463	Chromosome	PA14_63150	gene	5635995	5636660	+	pmrA
test	NC_008463	Chromosome	PA14_63160	gene	5636684	5638117	+	pmrB
test	NC_008463	Chromosome	PA14_63170	gene	5638181	5638579	+	cueR
test	NC_008463	Chromosome	PA14_63190	gene	5639111	5640004	-	
test	NC_008463	Chromosome	PA14_63200	gene	5640094	5640987	-	
test	NC_008463	Chromosome	PA14_63210	gene	5641111	5642292	-	
test	NC_008463	Chromosome	PA14_63220	gene	5642400	5642645	-	
test	NC_008463	Chromosome	PA14_63230	gene	5642679	5643569	-	yedA
test	NC_008463	Chromosome	PA14_63240	gene	5643724	5644191	+	
test	NC_008463	Chromosome	PA14_63250	gene	5644360	5645637	-	yfcY
test	NC_008463	Chromosome	PA14_63270	gene	5645892	5647247	+	fabG
test	NC_008463	Chromosome	PA14_63280	gene	5647324	5648325	-	
test	NC_008463	Chromosome	PA14_63290	gene	5648586	5649443	+	phaJ3
test	NC_008463	Chromosome	PA14_63300	gene	5649525	5649830	+	
test	NC_008463	Chromosome	PA14_63310	gene	5649827	5650576	+	smtA
test	NC_008463	Chromosome	PA14_63320	gene	5650642	5651262	+	
test	NC_008463	Chromosome	PA14_63330	gene	5651247	5652182	-	
test	NC_008463	Chromosome	PA14_63340	gene	5652314	5652877	+	
test	NC_008463	Chromosome	PA14_63350	gene	5652879	5653361	+	
test	NC_008463	Chromosome	PA14_63360	gene	5653351	5653728	+	
test	NC_008463	Chromosome	PA14_63370	gene	5653725	5654192	+	
test	NC_008463	Chromosome	PA14_63380	gene	5654309	5655037	+	
test	NC_008463	Chromosome	PA14_63390	gene	5655060	5655638	-	
test	NC_008463	Chromosome	PA14_63410	gene	5655635	5656435	-	
test	NC_008463	Chromosome	PA14_63420	gene	5656494	5656610	-	
test	NC_008463	Chromosome	PA14_63430	gene	5656731	5657099	-	
test	NC_008463	Chromosome	PA14_63440	gene	5657320	5657700	+	
test	NC_008463	Chromosome	PA14_63450	gene	5657975	5658310	+	
test	NC_008463	Chromosome	PA14_63460	gene	5658407	5658498	-	
test	NC_008463	Chromosome	PA14_63470	gene	5658630	5659247	-	
test	NC_008463	Chromosome	PA14_63480	gene	5659342	5660739	-	
test	NC_008463	Chromosome	PA14_63500	gene	5660788	5662194	-	
test	NC_008463	Chromosome	PA14_63520	gene	5662476	5663159	+	
test	NC_008463	Chromosome	PA14_63530	gene	5663163	5665088	-	selB
test	NC_008463	Chromosome	PA14_63540	gene	5665085	5666491	-	selA
test	NC_008463	Chromosome	PA14_63550	gene	5666570	5667499	-	fdhE
test	NC_008463	Chromosome	PA14_63570	gene	5667632	5668258	-	fdnI
test	NC_008463	Chromosome	PA14_63580	gene	5668330	5669259	-	fdnH
test	NC_008463	Chromosome	PA14_63605	gene	5669268	5672348	-	fdnG
test	NC_008463	Chromosome	PA14_63620	gene	5672656	5673585	-	lipC
test	NC_008463	Chromosome	PA14_63640	gene	5673945	5675990	+	fadH2
test	NC_008463	Chromosome	PA14_63650	gene	5676199	5676648	+	
test	NC_008463	Chromosome	PA14_63660	gene	5676805	5678040	+	
test	NC_008463	Chromosome	PA14_63680	gene	5678016	5678510	+	
test	NC_008463	Chromosome	PA14_63700	gene	5678513	5679949	-	
test	NC_008463	Chromosome	PA14_63710	gene	5679946	5680920	-	gtrB
test	NC_008463	Chromosome	PA14_63720	gene	5680917	5681279	-	
test	NC_008463	Chromosome	PA14_63730	gene	5681516	5682877	+	
test	NC_008463	Chromosome	PA14_63740	gene	5682853	5683221	-	
test	NC_008463	Chromosome	PA14_63750	gene	5683209	5684876	-	
test	NC_008463	Chromosome	PA14_63770	gene	5684919	5685128	-	
test	NC_008463	Chromosome	PA14_63780	gene	5685179	5685955	-	
test	NC_008463	Chromosome	PA14_63800	gene	5686053	5688764	-	mgtA
test	NC_008463	Chromosome	PA14_63820	gene	5688991	5689209	-	
test	NC_008463	Chromosome	PA14_63830	gene	5689539	5690378	-	
test	NC_008463	Chromosome	PA14_63840	gene	5690503	5690958	+	
test	NC_008463	Chromosome	PA14_63850	gene	5690963	5692366	-	lpd3
test	NC_008463	Chromosome	PA14_63860	gene	5692539	5693078	+	
test	NC_008463	Chromosome	PA14_63880	gene	5693146	5693706	+	
test	NC_008463	Chromosome	PA14_63890	gene	5693711	5694508	-	
test	NC_008463	Chromosome	PA14_63900	gene	5694739	5695356	+	
test	NC_008463	Chromosome	PA14_63910	gene	5695402	5696256	-	
test	NC_008463	Chromosome	PA14_63920	gene	5696238	5697539	-	
test	NC_008463	Chromosome	PA14_63940	gene	5697536	5698327	-	
test	NC_008463	Chromosome	PA14_63960	gene	5698357	5700483	-	
test	NC_008463	Chromosome	PA14_63970	gene	5700625	5701779	+	
test	NC_008463	Chromosome	PA14_63990	gene	5702032	5703942	-	speA
test	NC_008463	Chromosome	PA14_64000	gene	5704193	5704564	-	
test	NC_008463	Chromosome	PA14_64010	gene	5704768	5705304	-	
test	NC_008463	Chromosome	PA14_64030	gene	5705308	5706378	-	
test	NC_008463	Chromosome	PA14_64050	gene	5706731	5708359	+	
test	NC_008463	Chromosome	PA14_64060	gene	5708437	5710410	+	ctpL
test	NC_008463	Chromosome	PA14_64080	gene	5710570	5712345	+	dipZ
test	NC_008463	Chromosome	PA14_64090	gene	5712489	5712932	+	aroQ1
test	NC_008463	Chromosome	PA14_64100	gene	5712956	5713426	+	accB
test	NC_008463	Chromosome	PA14_64110	gene	5713444	5714793	+	accC
test	NC_008463	Chromosome	PA14_64120	gene	5714904	5715770	+	
test	NC_008463	Chromosome	PA14_64140	gene	5715852	5716736	+	prmA
test	NC_008463	Chromosome	PA14_64170	gene	5716832	5718109	+	
test	NC_008463	Chromosome	PA14_64180	gene	5718313	5719311	+	yhdG
test	NC_008463	Chromosome	PA14_64190	gene	5719308	5719631	+	fis
test	NC_008463	Chromosome	PA14_64200	gene	5719711	5721318	+	purH
test	NC_008463	Chromosome	PA14_64220	gene	5721422	5722711	+	purD
test	NC_008463	Chromosome	PA14_64230	gene	5722815	5725643	+	retS
test	NC_008463	Chromosome	PA14_64240	gene	5726098	5726691	+	
test	NC_008463	Chromosome	PA14_64260	gene	5726982	5727074	+	
test	NC_008463	Chromosome	PA14_64270	gene	5727116	5728381	+	
test	NC_008463	Chromosome	PA14_64280	gene	5728528	5730117	+	
test	NC_008463	Chromosome	PA14_64290	gene	5730114	5731193	+	
test	NC_008463	Chromosome	PA14_64300	gene	5731190	5732047	+	
test	NC_008463	Chromosome	PA14_64310	gene	5732184	5732882	+	
test	NC_008463	Chromosome	PA14_64320	gene	5732966	5733418	+	
test	NC_008463	Chromosome	PA14_64335	gene	5733427	5734269	+	ureD
test	NC_008463	Chromosome	PA14_64350	gene	5734271	5734573	+	ureA
test	NC_008463	Chromosome	PA14_64360	gene	5734582	5735100	+	yncA
test	NC_008463	Chromosome	PA14_64370	gene	5735117	5735422	+	ureB
test	NC_008463	Chromosome	PA14_64390	gene	5735485	5737185	+	ureC
test	NC_008463	Chromosome	PA14_64400	gene	5737454	5738671	+	
test	NC_008463	Chromosome	PA14_64410	gene	5738681	5738947	-	ybiI
test	NC_008463	Chromosome	PA14_64420	gene	5739073	5739687	+	
test	NC_008463	Chromosome	PA14_64430	gene	5739839	5740534	+	
test	NC_008463	Chromosome	PA14_64440	gene	5740541	5741404	-	bcpA
test	NC_008463	Chromosome	PA14_64450	gene	5741612	5742877	+	yegD
test	NC_008463	Chromosome	PA14_64460	gene	5743033	5743449	-	psiF
test	NC_008463	Chromosome	PA14_64470	gene	5743847	5744143	+	
test	NC_008463	Chromosome	PA14_64480	gene	5744232	5744576	+	osmE
test	NC_008463	Chromosome	PA14_64490	gene	5744620	5745027	-	
test	NC_008463	Chromosome	PA14_64500	gene	5745174	5745986	+	
test	NC_008463	Chromosome	PA14_64510	gene	5745988	5748057	-	yhjG
test	NC_008463	Chromosome	PA14_64520	gene	5748353	5748886	+	
test	NC_008463	Chromosome	PA14_64530	gene	5749160	5749501	+	
test	NC_008463	Chromosome	PA14_64540	gene	5749615	5750382	-	
test	NC_008463	Chromosome	PA14_64550	gene	5750379	5750993	-	
test	NC_008463	Chromosome	PA14_64560	gene	5751047	5751670	-	
test	NC_008463	Chromosome	PA14_64570	gene	5751808	5752497	+	irlR
test	NC_008463	Chromosome	PA14_64580	gene	5752476	5753867	+	
test	NC_008463	Chromosome	PA14_64590	gene	5753858	5755174	-	
test	NC_008463	Chromosome	PA14_64610	gene	5755394	5756506	-	
test	NC_008463	Chromosome	PA14_64620	gene	5756503	5757603	-	
test	NC_008463	Chromosome	PA14_64640	gene	5757762	5758391	+	
test	NC_008463	Chromosome	PA14_64650	gene	5758621	5759124	+	ureE
test	NC_008463	Chromosome	PA14_64660	gene	5759121	5759792	+	ureF
test	NC_008463	Chromosome	PA14_64670	gene	5759803	5760417	+	ureG
test	NC_008463	Chromosome	PA14_64680	gene	5760447	5761019	+	ureJ
test	NC_008463	Chromosome	PA14_64690	gene	5761035	5762057	-	
test	NC_008463	Chromosome	PA14_64700	gene	5762050	5762586	-	
test	NC_008463	Chromosome	PA14_64710	gene	5762752	5765721	+	
test	NC_008463	Chromosome	PA14_64720	gene	5765866	5767119	-	opdK
test	NC_008463	Chromosome	PA14_64740	gene	5767227	5768696	-	pchA
test	NC_008463	Chromosome	PA14_64750	gene	5768719	5770059	-	benK
test	NC_008463	Chromosome	PA14_64770	gene	5770146	5771732	-	mdlC
test	NC_008463	Chromosome	PA14_64780	gene	5771833	5772729	+	
test	NC_008463	Chromosome	PA14_64790	gene	5772744	5774078	-	vanK
test	NC_008463	Chromosome	PA14_64800	gene	5774457	5775512	+	vanA
test	NC_008463	Chromosome	PA14_64810	gene	5775527	5776480	+	vanB
test	NC_008463	Chromosome	PA14_64820	gene	5776477	5777190	-	vanR
test	NC_008463	Chromosome	PA14_64840	gene	5777254	5778015	-	
test	NC_008463	Chromosome	PA14_64850	gene	5778373	5779266	-	
test	NC_008463	Chromosome	PA14_64860	gene	5779337	5780053	-	livF
test	NC_008463	Chromosome	PA14_64870	gene	5780050	5780922	-	
test	NC_008463	Chromosome	PA14_64880	gene	5780919	5782196	-	braE
test	NC_008463	Chromosome	PA14_64890	gene	5782207	5783121	-	
test	NC_008463	Chromosome	PA14_64900	gene	5783356	5784480	-	
test	NC_008463	Chromosome	PA14_64910	gene	5785100	5786038	+	
test	NC_008463	Chromosome	PA14_64920	gene	5786095	5787720	+	
test	NC_008463	Chromosome	PA14_64930	gene	5787767	5788462	-	
test	NC_008463	Chromosome	PA14_64940	gene	5788477	5789079	-	
test	NC_008463	Chromosome	PA14_64950	gene	5789189	5789848	+	pncA
test	NC_008463	Chromosome	PA14_64960	gene	5789851	5791050	+	pncB1
test	NC_008463	Chromosome	PA14_64980	gene	5791079	5791906	+	nadE
test	NC_008463	Chromosome	PA14_64990	gene	5792041	5792964	+	
test	NC_008463	Chromosome	PA14_65000	gene	5793033	5793479	-	azu
test	NC_008463	Chromosome	PA14_65010	gene	5793755	5794342	+	
test	NC_008463	Chromosome	PA14_65030	gene	5794355	5795050	-	
test	NC_008463	Chromosome	PA14_65040	gene	5795237	5796088	-	
test	NC_008463	Chromosome	PA14_65050	gene	5796339	5797274	-	
test	NC_008463	Chromosome	PA14_65060	gene	5797274	5799772	-	
test	NC_008463	Chromosome	PA14_65080	gene	5800034	5802277	-	ygiR
test	NC_008463	Chromosome	PA14_65090	gene	5802370	5804391	+	
test	NC_008463	Chromosome	PA14_65110	gene	5804393	5805469	-	alr
test	NC_008463	Chromosome	PA14_65130	gene	5805538	5806932	-	dnaB
test	NC_008463	Chromosome	PA14_65150	gene	5807061	5807507	-	rplI
test	NC_008463	Chromosome	PA14_65160	gene	5807529	5808398	-	
test	NC_008463	Chromosome	PA14_65170	gene	5808435	5808665	-	rpsR
test	NC_008463	Chromosome	PA14_65180	gene	5808695	5809114	-	rpsF
test	NC_008463	Chromosome	PA14_65190	gene	5809333	5810079	-	yjfH
test	NC_008463	Chromosome	PA14_65200	gene	5810076	5812799	-	rnr
test	NC_008463	Chromosome	PA14_65210	gene	5813004	5813087	+	
test	NC_008463	Chromosome	PA14_65220	gene	5813220	5813303	+	
test	NC_008463	Chromosome	PA14_65230	gene	5813463	5814755	-	purA
test	NC_008463	Chromosome	PA14_65250	gene	5814807	5815991	-	hisZ
test	NC_008463	Chromosome	PA14_65260	gene	5816026	5816211	-	
test	NC_008463	Chromosome	PA14_65270	gene	5816307	5817176	-	hflC
test	NC_008463	Chromosome	PA14_65280	gene	5817176	5818378	-	hflK
test	NC_008463	Chromosome	PA14_65300	gene	5818473	5819774	-	hflX
test	NC_008463	Chromosome	PA14_65310	gene	5819787	5820035	-	hfq
test	NC_008463	Chromosome	PA14_65320	gene	5820141	5821112	-	miaA
test	NC_008463	Chromosome	PA14_65350	gene	5821170	5823071	-	mutL
test	NC_008463	Chromosome	PA14_65370	gene	5823071	5824498	-	amiB
test	NC_008463	Chromosome	PA14_65380	gene	5824507	5824974	-	
test	NC_008463	Chromosome	PA14_65390	gene	5824962	5826470	-	yjeF
test	NC_008463	Chromosome	PA14_65400	gene	5826552	5827637	+	yjeS
test	NC_008463	Chromosome	PA14_65410	gene	5827671	5828213	-	orn
test	NC_008463	Chromosome	PA14_65420	gene	5828325	5829344	+	
test	NC_008463	Chromosome	PA14_65430	gene	5829348	5830391	-	motB
test	NC_008463	Chromosome	PA14_65450	gene	5830411	5831262	-	motA
test	NC_008463	Chromosome	PA14_65470	gene	5831403	5832914	+	
test	NC_008463	Chromosome	PA14_65480	gene	5832989	5833804	+	rhdA
test	NC_008463	Chromosome	PA14_65500	gene	5833808	5834677	+	psd
test	NC_008463	Chromosome	PA14_65520	gene	5835355	5836818	+	
test	NC_008463	Chromosome	PA14_65540	gene	5836883	5838958	+	fimX
test	NC_008463	Chromosome	PA14_65560	gene	5839045	5840334	-	serB
test	NC_008463	Chromosome	PA14_65570	gene	5840480	5842018	+	
test	NC_008463	Chromosome	PA14_65580	gene	5842015	5842551	+	ybcI
test	NC_008463	Chromosome	PA14_65590	gene	5842609	5843319	-	
test	NC_008463	Chromosome	PA14_65605	gene	5843612	5845876	-	parC
test	NC_008463	Chromosome	PA14_65630	gene	5845884	5846408	-	
test	NC_008463	Chromosome	PA14_65640	gene	5846405	5847418	-	
test	NC_008463	Chromosome	PA14_65660	gene	5847418	5849307	-	parE
test	NC_008463	Chromosome	PA14_65670	gene	5849319	5849939	-	
test	NC_008463	Chromosome	PA14_65690	gene	5850072	5850890	-	icc
test	NC_008463	Chromosome	PA14_65700	gene	5851044	5851502	-	
test	NC_008463	Chromosome	PA14_65710	gene	5851493	5852110	-	aspP
test	NC_008463	Chromosome	PA14_65720	gene	5852353	5853099	+	
test	NC_008463	Chromosome	PA14_65740	gene	5853158	5855041	-	thiC
test	NC_008463	Chromosome	PA14_65750	gene	5855497	5856945	+	ompH
test	NC_008463	Chromosome	PA14_65760	gene	5857011	5857715	-	
test	NC_008463	Chromosome	PA14_65770	gene	5857766	5858947	-	aspC
test	NC_008463	Chromosome	PA14_65795	gene	5858970	5860649	-	
test	NC_008463	Chromosome	PA14_65810	gene	5860692	5862782	-	
test	NC_008463	Chromosome	PA14_65820	gene	5862849	5864009	-	
test	NC_008463	Chromosome	PA14_65840	gene	5864030	5864821	-	
test	NC_008463	Chromosome	PA14_65850	gene	5865080	5866492	-	rocE
test	NC_008463	Chromosome	PA14_65860	gene	5866676	5868988	-	
test	NC_008463	Chromosome	PA14_65870	gene	5868925	5869701	-	
test	NC_008463	Chromosome	PA14_65880	gene	5869705	5870439	-	dmsR
test	NC_008463	Chromosome	PA14_65900	gene	5870557	5871204	-	
test	NC_008463	Chromosome	PA14_65920	gene	5871281	5872372	-	
test	NC_008463	Chromosome	PA14_65940	gene	5872546	5874492	+	
test	NC_008463	Chromosome	PA14_65950	gene	5874570	5875169	+	
test	NC_008463	Chromosome	PA14_65960	gene	5875218	5876495	-	waaA
test	NC_008463	Chromosome	PA14_65970	gene	5876531	5877415	-	
test	NC_008463	Chromosome	PA14_65990	gene	5877500	5877832	+	qacH
test	NC_008463	Chromosome	PA14_66000	gene	5877893	5879068	+	
test	NC_008463	Chromosome	PA14_66010	gene	5879065	5879877	+	
test	NC_008463	Chromosome	PA14_66020	gene	5880046	5880966	+	
test	NC_008463	Chromosome	PA14_66040	gene	5880991	5882199	-	
test	NC_008463	Chromosome	PA14_66050	gene	5882248	5883537	-	
test	NC_008463	Chromosome	PA14_66060	gene	5883665	5885089	-	rfaE
test	NC_008463	Chromosome	PA14_66080	gene	5885130	5886941	-	msbA
test	NC_008463	Chromosome	PA14_66090	gene	5887049	5887699	+	
test	NC_008463	Chromosome	PA14_66100	gene	5887707	5888906	+	
test	NC_008463	Chromosome	PA14_66110	gene	5888931	5889815	-	
test	NC_008463	Chromosome	PA14_66120	gene	5889976	5890932	-	
test	NC_008463	Chromosome	PA14_66140	gene	5891005	5892423	-	
test	NC_008463	Chromosome	PA14_66150	gene	5892427	5893323	-	
test	NC_008463	Chromosome	PA14_66160	gene	5893317	5894453	-	
test	NC_008463	Chromosome	PA14_66170	gene	5894437	5896194	-	
test	NC_008463	Chromosome	PA14_66190	gene	5896298	5897776	-	
test	NC_008463	Chromosome	PA14_66200	gene	5897773	5898531	-	wapQ
test	NC_008463	Chromosome	PA14_66210	gene	5898528	5899262	-	waaX
test	NC_008463	Chromosome	PA14_66220	gene	5899262	5900068	-	waaP
test	NC_008463	Chromosome	PA14_66230	gene	5900065	5901186	-	waaG
test	NC_008463	Chromosome	PA14_66240	gene	5901186	5902250	-	waaC
test	NC_008463	Chromosome	PA14_66250	gene	5902247	5903284	-	waaF
test	NC_008463	Chromosome	PA14_66260	gene	5903344	5904267	-	ilvE
test	NC_008463	Chromosome	PA14_66270	gene	5904323	5907271	-	glnE
test	NC_008463	Chromosome	PA14_66290	gene	5907553	5910201	+	aceE
test	NC_008463	Chromosome	PA14_66310	gene	5910346	5911989	+	aceF
test	NC_008463	Chromosome	PA14_66320	gene	5912407	5915106	+	
test	NC_008463	Chromosome	PA14_66330	gene	5915201	5915848	+	msrA
test	NC_008463	Chromosome	PA14_66340	gene	5915852	5916688	-	
test	NC_008463	Chromosome	PA14_66350	gene	5916990	5918792	+	
test	NC_008463	Chromosome	PA14_66380	gene	5919211	5920827	+	cvrA
test	NC_008463	Chromosome	PA14_66400	gene	5920919	5924275	+	aefA
test	NC_008463	Chromosome	PA14_66410	gene	5924342	5925802	+	
test	NC_008463	Chromosome	PA14_66420	gene	5926208	5926927	+	ytnM
test	NC_008463	Chromosome	PA14_66440	gene	5927048	5928325	+	metY
test	NC_008463	Chromosome	PA14_66450	gene	5928416	5928868	+	
test	NC_008463	Chromosome	PA14_66460	gene	5928981	5929796	+	
test	NC_008463	Chromosome	PA14_66480	gene	5929818	5930585	-	
test	NC_008463	Chromosome	PA14_66490	gene	5930676	5931581	-	ynfL
test	NC_008463	Chromosome	PA14_66510	gene	5931759	5933075	+	ynfM
test	NC_008463	Chromosome	PA14_66520	gene	5933103	5934032	-	
test	NC_008463	Chromosome	PA14_66530	gene	5934144	5935217	+	
test	NC_008463	Chromosome	PA14_66540	gene	5935291	5936271	+	
test	NC_008463	Chromosome	PA14_66550	gene	5936392	5937459	-	hemE
test	NC_008463	Chromosome	PA14_66560	gene	5937636	5939069	-	gltD
test	NC_008463	Chromosome	PA14_66570	gene	5939098	5943543	-	gltB
test	NC_008463	Chromosome	PA14_66580	gene	5943768	5945423	-	
test	NC_008463	Chromosome	PA14_66600	gene	5945430	5946536	-	aroB
test	NC_008463	Chromosome	PA14_66610	gene	5946586	5947104	-	aroK
test	NC_008463	Chromosome	PA14_66620	gene	5947116	5949248	-	pilQ
test	NC_008463	Chromosome	PA14_66630	gene	5949302	5949826	-	pilP
test	NC_008463	Chromosome	PA14_66640	gene	5949823	5950446	-	pilO
test	NC_008463	Chromosome	PA14_66650	gene	5950443	5951039	-	pilN
test	NC_008463	Chromosome	PA14_66660	gene	5951039	5952103	-	pilM
test	NC_008463	Chromosome	PA14_66670	gene	5952288	5954759	+	ponA
test	NC_008463	Chromosome	PA14_66680	gene	5954855	5956123	-	maeB
test	NC_008463	Chromosome	PA14_66690	gene	5956226	5957665	-	
test	NC_008463	Chromosome	PA14_66700	gene	5957662	5958429	-	
test	NC_008463	Chromosome	PA14_66710	gene	5958489	5958704	-	rpmE
test	NC_008463	Chromosome	PA14_66720	gene	5958880	5961099	+	priA
test	NC_008463	Chromosome	PA14_66750	gene	5961348	5963111	+	argS
test	NC_008463	Chromosome	PA14_66760	gene	5963146	5963841	+	
test	NC_008463	Chromosome	PA14_66770	gene	5963960	5964493	+	hslV
test	NC_008463	Chromosome	PA14_66790	gene	5964522	5965865	+	hslU
test	NC_008463	Chromosome	PA14_66800	gene	5965960	5966331	+	
test	NC_008463	Chromosome	PA14_66820	gene	5966750	5968429	+	phaC1
test	NC_008463	Chromosome	PA14_66830	gene	5968582	5969439	+	phaD
test	NC_008463	Chromosome	PA14_66840	gene	5969743	5971425	+	phaC2
test	NC_008463	Chromosome	PA14_66850	gene	5971481	5972098	+	phaD
test	NC_008463	Chromosome	PA14_66875	gene	5972142	5973071	-	phaF
test	NC_008463	Chromosome	PA14_66880	gene	5973082	5973498	-	phaI
test	NC_008463	Chromosome	PA14_66890	gene	5973642	5973917	-	
test	NC_008463	Chromosome	PA14_66900	gene	5974053	5974823	+	ubiE
test	NC_008463	Chromosome	PA14_66910	gene	5974838	5975464	+	
test	NC_008463	Chromosome	PA14_66920	gene	5975461	5977062	+	ubiB
test	NC_008463	Chromosome	PA14_66940	gene	5977178	5977582	+	hisI
test	NC_008463	Chromosome	PA14_66950	gene	5977575	5977910	+	hisE
test	NC_008463	Chromosome	PA14_66960	gene	5977936	5978184	+	tatA
test	NC_008463	Chromosome	PA14_66970	gene	5978198	5978623	+	tatB
test	NC_008463	Chromosome	PA14_66980	gene	5978620	5979423	+	tatC
test	NC_008463	Chromosome	PA14_66990	gene	5979420	5980127	+	
test	NC_008463	Chromosome	PA14_67010	gene	5980339	5982282	+	
test	NC_008463	Chromosome	PA14_67020	gene	5982392	5982853	+	
test	NC_008463	Chromosome	PA14_67030	gene	5982861	5983595	-	
test	NC_008463	Chromosome	PA14_67040	gene	5983588	5984550	-	
test	NC_008463	Chromosome	PA14_67050	gene	5984616	5985416	-	
test	NC_008463	Chromosome	PA14_67065	gene	5985654	5988239	-	mdoH
test	NC_008463	Chromosome	PA14_67090	gene	5988232	5989809	-	mdoG
test	NC_008463	Chromosome	PA14_67100	gene	5990266	5990703	-	dtD
test	NC_008463	Chromosome	PA14_67110	gene	5990700	5991671	-	pap
test	NC_008463	Chromosome	PA14_67120	gene	5991853	5992329	+	
test	NC_008463	Chromosome	PA14_67130	gene	5992334	5993233	-	ybeJ
test	NC_008463	Chromosome	PA14_67140	gene	5993276	5993626	-	
test	NC_008463	Chromosome	PA14_67150	gene	5993651	5994901	-	
test	NC_008463	Chromosome	PA14_67170	gene	5994966	5995922	+	
test	NC_008463	Chromosome	PA14_67180	gene	5995985	5996854	-	
test	NC_008463	Chromosome	PA14_67190	gene	5996863	5997744	-	
test	NC_008463	Chromosome	PA14_67200	gene	5997741	5998610	-	
test	NC_008463	Chromosome	PA14_67210	gene	5998619	5999494	-	
test	NC_008463	Chromosome	PA14_67220	gene	5999498	6001735	-	
test	NC_008463	Chromosome	PA14_67230	gene	6001732	6004104	-	
test	NC_008463	Chromosome	PA14_67240	gene	6004374	6005174	-	hutG
test	NC_008463	Chromosome	PA14_67250	gene	6005167	6006375	-	hutI
test	NC_008463	Chromosome	PA14_67260	gene	6006372	6007904	-	
test	NC_008463	Chromosome	PA14_67270	gene	6007901	6008731	-	proV
test	NC_008463	Chromosome	PA14_67280	gene	6008728	6009579	-	proW
test	NC_008463	Chromosome	PA14_67300	gene	6009604	6010572	-	proX
test	NC_008463	Chromosome	PA14_67310	gene	6010690	6012093	-	hutT
test	NC_008463	Chromosome	PA14_67320	gene	6012156	6013685	-	hutH
test	NC_008463	Chromosome	PA14_67340	gene	6013782	6015224	-	codB
test	NC_008463	Chromosome	PA14_67350	gene	6015332	6017011	-	hutU
test	NC_008463	Chromosome	PA14_67370	gene	6017336	6018133	-	
test	NC_008463	Chromosome	PA14_67380	gene	6018152	6019090	-	
test	NC_008463	Chromosome	PA14_67400	gene	6019106	6020128	-	
test	NC_008463	Chromosome	PA14_67410	gene	6020270	6020860	-	
test	NC_008463	Chromosome	PA14_67420	gene	6020857	6021609	-	hutC
test	NC_008463	Chromosome	PA14_67440	gene	6021710	6023071	+	
test	NC_008463	Chromosome	PA14_67450	gene	6023214	6023783	-	blc
test	NC_008463	Chromosome	PA14_67460	gene	6023780	6024037	-	
test	NC_008463	Chromosome	PA14_67470	gene	6024110	6024712	-	
test	NC_008463	Chromosome	PA14_67490	gene	6024717	6025727	-	fbp
test	NC_008463	Chromosome	PA14_67500	gene	6025867	6026397	-	gloA3
test	NC_008463	Chromosome	PA14_67510	gene	6026551	6028491	-	estA
test	NC_008463	Chromosome	PA14_67520	gene	6028600	6029994	-	
test	NC_008463	Chromosome	PA14_67530	gene	6029991	6033596	-	
test	NC_008463	Chromosome	PA14_67540	gene	6033735	6034319	-	
test	NC_008463	Chromosome	PA14_67550	gene	6034403	6034828	+	
test	NC_008463	Chromosome	PA14_67560	gene	6034912	6036729	-	typA
test	NC_008463	Chromosome	PA14_67580	gene	6036946	6038400	-	thiI
test	NC_008463	Chromosome	PA14_67600	gene	6038737	6040146	+	glnA
test	NC_008463	Chromosome	PA14_67620	gene	6040294	6040698	+	
test	NC_008463	Chromosome	PA14_67630	gene	6040695	6042902	-	
test	NC_008463	Chromosome	PA14_67640	gene	6043190	6043711	+	
test	NC_008463	Chromosome	PA14_67650	gene	6043708	6044280	+	
test	NC_008463	Chromosome	PA14_67670	gene	6044551	6045627	+	ntrB
test	NC_008463	Chromosome	PA14_67680	gene	6045630	6047060	+	ntrC
test	NC_008463	Chromosome	PA14_67710	gene	6048249	6048710	+	trmH
test	NC_008463	Chromosome	PA14_67700	gene	6047783	6048250	-	
test	NC_008463	Chromosome	PA14_67720	gene	6048769	6049260	-	secB
test	NC_008463	Chromosome	PA14_67740	gene	6049297	6049551	-	grx
test	NC_008463	Chromosome	PA14_67750	gene	6049553	6049972	-	yigN
test	NC_008463	Chromosome	PA14_67770	gene	6050297	6051844	+	pgm
test	NC_008463	Chromosome	PA14_67780	gene	6052158	6052976	+	
test	NC_008463	Chromosome	PA14_67790	gene	6053126	6054412	+	
test	NC_008463	Chromosome	PA14_67810	gene	6054441	6055751	+	ctpA
test	NC_008463	Chromosome	PA14_67820	gene	6055751	6056524	+	
test	NC_008463	Chromosome	PA14_67830	gene	6056593	6058074	+	
test	NC_008463	Chromosome	PA14_67840	gene	6058115	6058870	-	
test	NC_008463	Chromosome	PA14_67850	gene	6059020	6059772	-	
test	NC_008463	Chromosome	PA14_67860	gene	6059863	6060609	-	
test	NC_008463	Chromosome	PA14_67880	gene	6060781	6061551	-	hisF1
test	NC_008463	Chromosome	PA14_67890	gene	6061562	6062299	-	hisA
test	NC_008463	Chromosome	PA14_67900	gene	6062348	6062608	-	
test	NC_008463	Chromosome	PA14_67920	gene	6062612	6063253	-	hisH
