@Pseudomonas_aeruginosa_PA14|NC_008463|6537649
@Strain	Refseq_Accession	Replicon	Locus_Tag	Feature_Type	Start	Stop	Strand	Gene_Name	Product_Name
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54690	CDS	4848496	4849137	+	ywnB	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54700	CDS	4849172	4851148	-	yjcS	putative_beta-lactamase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54710	CDS	4851251	4852165	+		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54720	CDS	4852169	4852426	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54730	CDS	4852480	4852725	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54740	CDS	4852842	4853291	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54750	CDS	4853383	4853550	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54760	CDS	4853789	4854865	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54770	CDS	4854862	4855677	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54790	CDS	4855698	4855970	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54800	CDS	4855970	4856662	+	rsuA	putative_pseudouridylate_synthase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54810	CDS	4856798	4857841	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54820	CDS	4857921	4858658	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54830	CDS	4859110	4860012	+		putative_transferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54840	tRNA	4860143	4860213	+		tRNA-Gly
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54850	CDS	4860413	4860634	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54860	CDS	4860837	4861445	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54870	CDS	4861608	4862516	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54880	CDS	4862635	4863513	-		putative_serine_acetyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54890	CDS	4863414	4865318	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54900	CDS	4865315	4866469	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54910	CDS	4866692	4867507	-		putative_thioesterase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54920	CDS	4867504	4871967	-		putative_non-ribosomal_peptide_synthetase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54930	CDS	4872096	4875437	-		putative_non-ribosomal_peptide_synthetase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54940	CDS	4875551	4878535	-		putative_siderophore_biosynthesis_enzyme
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54950	CDS	4878789	4880135	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54960	CDS	4880090	4881058	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54970	CDS	4881162	4882919	-		ABC_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_54980	CDS	4882923	4884677	-		poossible_ABC-type_transporter_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55000	CDS	4884920	4885870	+		ABC_transporter_periplasmic_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55020	CDS	4885877	4886899	+		ABC_transporter_permease
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55030	CDS	4886892	4887956	+		ABC_transporter_permease
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55040	CDS	4887953	4888810	+		putative_ATP-binding_component_of_ferric_enterobactin_transport
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55050	CDS	4888957	4891011	+		TonB-dependent_receptor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55060	CDS	4891261	4892103	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55070	CDS	4892136	4892399	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55080	CDS	4893060	4894265	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55090	CDS	4894348	4894746	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55100	CDS	4895224	4895700	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55110	CDS	4895932	4896225	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55117	CDS	4896471	4897388	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55130	CDS	4897432	4897827	-	gloA2	lactoylglutathione_lyase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55140	CDS	4897872	4898168	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55150	CDS	4898284	4899138	+		transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55160	CDS	4899424	4900203	+	toxR	transcriptional_regulator_ToxR
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55170	CDS	4900296	4900829	+	cat	chloramphenicol_acetyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55180	CDS	4901189	4902088	+	migA	glycosyl_transferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55200	CDS	4902216	4903610	+		amidase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55220	CDS	4903681	4904997	+		MFS_family_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55230	CDS	4905076	4905981	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55240	CDS	4905964	4906629	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55250	CDS	4906701	4907687	-		transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55260	CDS	4907697	4908122	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55280	CDS	4908122	4909066	-		putative_peptidyl-prolyl_cis-trans_isomerase,_PpiC-type
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55290	CDS	4909071	4909550	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55300	CDS	4909579	4910241	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55320	CDS	4910276	4911982	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55330	CDS	4912050	4912796	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55340	CDS	4912805	4913224	-	exbD2	transport_protein_ExbD
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55360	CDS	4913235	4915082	-	exbB2	transport_protein_ExbB2
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55380	CDS	4915106	4916740	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55390	CDS	4916905	4917507	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55400	CDS	4917899	4930432	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55410	CDS	4930632	4931810	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55430	CDS	4932324	4933538	-	hxcS	putative_type_II_secretion_system_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55440	CDS	4933538	4934947	-	hxcR	putative_type_II_secretion_system_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55450	CDS	4934944	4937355	-	hxcQ	putative_type_II_secretion_system_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55460	CDS	4937352	4937945	-	hxcZ	type_II_secretion_system_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55470	CDS	4937932	4939074	-	hxcY	type_II_secretion_system_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55480	CDS	4939140	4940105	-	hxcX	putative_type_II_secretion_system_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55490	CDS	4940113	4940562	-	hxcT	HxcT_pseudopilin
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55500	CDS	4940796	4941170	+	hxcV	HxcV_putative_pseudopilin
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55510	CDS	4941173	4941604	-	hxcP	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55520	CDS	4941752	4942201	+	hxcU	type_II_secretion_system_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55530	CDS	4942185	4942826	+	hxcW	putative_type_II_secretion_system_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55540	CDS	4942836	4943795	-		transmembrane_sensor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55550	CDS	4943865	4944410	-		ECF_subfamily_RNA_polymerase_sigma-70_factor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55560	CDS	4944407	4945123	-	pigC	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55570	CDS	4945289	4945609	+	pigB	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55580	CDS	4945726	4946322	-	nemO	heme_oxygenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55590	CDS	4946628	4947179	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55600	CDS	4947187	4948602	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55610	CDS	4948578	4951673	+	dnaE2	error-prone_DNA_polymerase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55620	rRNA	4952020	4952151	-	5S-rRNA	5S_ribosomal_RNA
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55631	rRNA	4952288	4955171	-	23S-rRNA	23S_ribosomal_RNA
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55634	tRNA	4955401	4955473	-		tRNA-Ala
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55635	tRNA	4955505	4955578	-		tRNA-Ile
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55637	rRNA	4955644	4957169	-	16S-rRNA	16S_ribosomal_RNA
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55640	CDS	4957850	4959079	+	sbcD	exonuclease_SbcD
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55650	CDS	4959088	4962723	+	sbcC	putative_exonuclease
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55660	CDS	4962745	4964910	-	recD	exodeoxyribonuclease_V_alpha_chain
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55670	CDS	4964907	4968644	-	recB	exodeoxyribonuclease_V_beta_chain
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55690	CDS	4968641	4972156	-	recC	exodeoxyribonuclease_V_gamma_chain
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55710	CDS	4972197	4972880	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55720	CDS	4972993	4973883	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55730	CDS	4973983	4974786	+		AraC_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55740	CDS	4974841	4976046	+	chrA	putative_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55750	CDS	4976043	4977659	-		putative_chemotaxis_transducer
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55760	CDS	4977658	4978344	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55770	CDS	4978489	4979958	+	pitA	putative_phosphate_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55780	CDS	4980026	4982794	-		putative_two-component_sensor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55790	CDS	4982804	4983310	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55800	CDS	4983374	4983856	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55810	CDS	4983977	4984804	+		putative_two-component_response_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55820	CDS	4984830	4986500	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55840	CDS	4986525	4986809	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55850	CDS	4986832	4987569	-		putative_pilus_assembly_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55860	CDS	4987566	4988477	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55880	CDS	4988487	4989371	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55890	CDS	4989368	4990633	-	cpaF2	putative_type_II_secretion_system_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55900	CDS	4990630	4991814	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55920	CDS	4991824	4993074	-		putative_type_II_secretion_system_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55930	CDS	4993088	4993999	-		putative_pilus_assembly_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55940	CDS	4994409	4994621	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55960	CDS	4994810	4996708	+	pctC	chemotactic_transducer_PctC
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_55980	CDS	4996812	4998302	-	yjgR	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56000	CDS	4998702	5000591	+	pctA	chemotactic_transducer_PctA
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56010	CDS	5000826	5002715	+	pctB	chemotactic_transducer_PctB
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56030	CDS	5003033	5004148	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56040	CDS	5004141	5004902	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56050	CDS	5004899	5005900	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56060	CDS	5006137	5006988	-	purU	formyltetrahydrofolate_deformylase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56070	CDS	5007248	5007622	+	mvaT	transcriptional_regulator_MvaT,_P16_subunit
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56080	CDS	5007707	5009149	-	sbcB	exonuclease_I
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56090	CDS	5009374	5010111	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56100	CDS	5010149	5010946	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56110	CDS	5010943	5011923	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56130	CDS	5011910	5013481	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56140	CDS	5013478	5014755	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56160	CDS	5014752	5015759	+	moxR	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56170	CDS	5015756	5017087	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56180	CDS	5017092	5017451	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56190	CDS	5017512	5017934	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56200	CDS	5018035	5018418	-		putative_lipoprotein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56210	CDS	5018512	5019318	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56220	CDS	5019403	5020317	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56240	CDS	5020400	5021851	+	pykA	pyruvate_kinase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56250	CDS	5022041	5022814	-		putative_enoyl-CoA_hydratase/isomerase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56260	CDS	5022880	5023806	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56280	CDS	5023799	5024926	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56300	CDS	5025202	5026725	+	fumA	putative_fumarase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56340	CDS	5026822	5028078	-	mntH1	manganese_transport_protein_MntH
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56360	CDS	5028215	5028523	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56370	CDS	5028544	5029128	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56380	CDS	5029232	5029843	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56390	CDS	5029937	5031217	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56410	CDS	5031317	5032396	-		putative_phospholipase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56420	CDS	5032471	5033043	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56430	CDS	5033108	5033878	-		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56450	CDS	5033978	5035462	-		amidase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56470	CDS	5035463	5036782	-		putative_MFS_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56480	CDS	5036820	5038040	-		putative_hydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56510	CDS	5038205	5038795	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56520	CDS	5038856	5039191	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56530	CDS	5039188	5040342	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56540	CDS	5040371	5041156	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56550	CDS	5041241	5042137	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56560	CDS	5042340	5043095	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56570	CDS	5043095	5043871	+		putative_acyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56590	CDS	5043868	5044728	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56600	CDS	5044878	5045450	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56620	CDS	5045603	5045905	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56640	CDS	5045954	5047120	+		putative_MFS_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56660	CDS	5047157	5048209	+		xenobiotic_reductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56670	CDS	5048269	5048511	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56680	CDS	5048511	5050811	-	feoB	ferrous_iron_transport_protein_B
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56690	CDS	5050829	5051056	-	feoA	ferrous_iron_transport_protein_A
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56700	CDS	5051273	5051746	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56720	CDS	5052664	5053653	-		putative_oxidoreductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56730	CDS	5053838	5054896	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56740	CDS	5054897	5055799	-	iciA	chromosome_replication_initiation_inhibitor_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56750	CDS	5055897	5056298	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56770	CDS	5056300	5056902	+		putative_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56780	CDS	5057249	5057830	+	sodB	superoxide_dismutase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56790	CDS	5058011	5060074	+		GGDEF_domain/EAL_domain-containing_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56800	CDS	5060075	5060977	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56810	CDS	5060979	5061551	-		putative_lemA-like_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56830	CDS	5061745	5063085	+	icmP	metalloproteinase_outer_membrane
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56840	CDS	5063248	5064669	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56850	CDS	5064679	5065743	+		putative_lipoprotein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56870	CDS	5065754	5066848	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56880	CDS	5067018	5068148	+		putative_membrane_fusion_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56890	CDS	5068199	5071255	+		multidrug_efflux_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56900	CDS	5071393	5072589	+	pncB2	nicotinate_phosphoribosyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56910	CDS	5072714	5072956	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56920	CDS	5072953	5073657	-	inaA	InaA_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56930	CDS	5073660	5074343	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56940	CDS	5074423	5075703	-	colS	putative_two-component_sensor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56950	CDS	5075693	5076376	-	colR	putative_two-component_response_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56960	CDS	5076593	5077387	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56970	CDS	5077330	5077659	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56980	CDS	5077679	5078062	-	crcB	camphor_resistance_protein_CrcB
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_56990	CDS	5078292	5078978	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57010	CDS	5079035	5080678	-	groEL	chaperonin_GroEL
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57020	CDS	5080729	5081022	-	groES	co-chaperonin_GroES
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57030	CDS	5081218	5081685	-	fxsA	FxsA
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57040	CDS	5081754	5082488	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57050	CDS	5082597	5083355	+	fabG	3-ketoacyl-(acyl-carrier-protein)_reductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57060	CDS	5083414	5084421	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57070	CDS	5084536	5085537	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57080	CDS	5085536	5085919	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57100	CDS	5085962	5087746	+	ampG	putative_permease
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57110	CDS	5087803	5088639	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57130	CDS	5088872	5089351	-		putative_nucleotide-binding_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57140	CDS	5089455	5090555	+		putative_two-component_response_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57160	CDS	5090592	5091503	+	apbA	2-dehydropantoate_2-reductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57170	CDS	5091554	5093650	+		putative_two-component_sensor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57180	CDS	5093655	5094233	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57190	CDS	5094303	5095250	-	mutT	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57200	CDS	5095304	5095939	-		putative_glutathione_S-transferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57210	CDS	5096060	5097277	-	argJ	bifunctional_ornithine_acetyltransferase/N-acetylglutamate_synthase_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57220	CDS	5097424	5100174	-	secA	preprotein_translocase_subunit_SecA
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57240	CDS	5100308	5101231	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_57250	CDS	5101378	5101773	+		hypothetical_protein
